total_sum;is_correct
280265;yes
337996;yes
-451530;yes
94768;yes
257868;yes
-223579;yes
-106783;yes
-325699;yes
31684;yes
-190870;yes
-641351;yes
145544;yes
-23684;yes
367080;yes
-45632;yes
273265;yes
-116004;yes
482412;yes
56296;yes
188568;yes
-499016;yes
-226794;yes
-277522;yes
-162585;yes
-412698;yes
-325580;yes
-71001;yes
44708;yes
-174048;yes
443762;yes
-296169;yes
-68784;yes
-142149;yes
168272;yes
-429579;yes
-190423;yes
138639;yes
223809;yes
-107045;yes
-311785;yes
-302988;yes
191872;yes
364831;yes
12367;yes
-130551;yes
233342;yes
192710;yes
-55120;yes
-224695;yes
-282269;yes
63016;yes
-21679;yes
-162054;yes
48347;yes
583277;yes
39445;yes
-274619;yes
5133;yes
-91011;yes
64328;yes
60908;yes
-167430;yes
222263;yes
403541;yes
-92155;yes
56161;yes
-339956;yes
-38217;yes
101253;yes
216366;yes
-165871;yes
492502;yes
103151;yes
-192458;yes
-101006;yes
321739;yes
-29324;yes
-127355;yes
36201;yes
298709;yes
128749;yes
-75073;yes
126483;yes
-235698;yes
29799;yes
360363;yes
189928;yes
-123227;yes
-408309;yes
501893;yes
18265;yes
-140090;yes
200407;yes
288549;yes
362526;yes
255525;yes
702509;yes
-252119;yes
83361;yes
678206;yes
-302273;yes
-161379;yes
-208175;yes
-41359;yes
146635;yes
141698;yes
36436;no
-277740;yes
343159;yes
-518390;yes
-22663;yes
-548976;yes
323148;yes
-116469;yes
-507816;yes
-531045;yes
-172861;yes
-399452;yes
482549;yes
418886;yes
36364;yes
60511;yes
55631;yes
-286044;yes
498252;yes
-314814;yes
494431;yes
166960;yes
113819;yes
-251655;yes
222778;yes
71687;yes
-161296;yes
-309445;yes
64382;yes
-286849;yes
375890;yes
-155407;yes
-218078;yes
275098;yes
54633;yes
-164729;yes
226753;yes
-203728;yes
302859;yes
367513;yes
-267315;yes
221461;yes
438229;yes
93011;yes
-3260;yes
387696;yes
-62493;yes
-426364;yes
-85716;yes
188355;yes
-406030;yes
-13960;yes
-85748;yes
265804;yes
240791;yes
-278868;yes
331354;yes
-122804;yes
-629921;yes
-22101;yes
-152219;yes
26668;yes
-255285;yes
27839;yes
571755;yes
-527869;yes
98988;yes
-255106;yes
66705;yes
378029;yes
-179606;yes
-81824;yes
109393;yes
27736;yes
-76707;yes
399024;yes
-36469;yes
-100726;yes
-467785;yes
-183869;yes
261235;yes
276880;yes
-152896;yes
-155552;yes
-626722;yes
353973;yes
248829;yes
-392766;yes
-127174;yes
-198146;yes
29394;no
-70303;yes
-281986;yes
256691;yes
-283566;yes
202653;yes
-179505;yes
21038;yes
270624;yes
363813;yes
-158468;yes
-327966;yes
-131764;yes
362178;yes
245474;yes
-444226;yes
-245169;yes
178691;yes
-56452;yes
88831;yes
95291;yes
-162701;yes
-67248;yes
-123721;yes
-497961;yes
-201275;yes
-145360;yes
-72390;yes
-147228;yes
72644;yes
47149;yes
378193;yes
-212338;yes
248670;yes
155677;yes
-575564;yes
360103;yes
51506;yes
-124064;yes
-207082;yes
-9942;yes
204737;yes
-381684;yes
229154;yes
-306612;yes
46412;yes
302759;yes
103910;yes
288255;yes
-215692;yes
9962;yes
308874;yes
-363127;yes
-553214;yes
-123079;yes
458277;yes
-19833;yes
96589;yes
262864;yes
-222490;yes
206835;yes
230307;yes
228728;yes
133686;yes
203317;yes
158758;yes
-8462;yes
-310836;yes
-179302;yes
9603;yes
77000;yes
-286541;yes
-155801;yes
262457;yes
4914;yes
-330243;yes
-145055;yes
-20635;yes
171274;yes
-67524;yes
140369;yes
-139247;yes
1417;yes
191199;yes
127385;yes
-146676;yes
-59804;yes
-183716;yes
-264697;yes
29358;yes
-56962;yes
143983;yes
-400913;yes
-585790;yes
203469;yes
-259549;yes
-116353;yes
-19572;yes
349452;yes
26970;yes
524224;yes
279008;yes
-237204;yes
186868;yes
169846;yes
-130868;yes
308514;yes
356582;yes
475859;yes
5129;yes
2709;yes
260643;yes
-91691;yes
206363;yes
-262769;yes
135514;yes
535718;yes
-135536;yes
-112446;yes
-27171;yes
-11384;yes
-201524;yes
133196;yes
68127;yes
-27033;yes
220753;yes
174560;yes
111748;yes
-387938;yes
-183511;yes
-431460;yes
-28045;yes
-447427;yes
-203503;yes
185219;yes
-158199;yes
-385214;yes
219599;yes
386312;yes
566801;yes
-82115;yes
-663986;yes
-343377;yes
423781;yes
186585;yes
147010;yes
445995;yes
111973;yes
-202505;yes
28149;yes
95010;yes
339536;yes
311719;yes
15914;yes
440741;yes
219816;yes
-289733;yes
138246;yes
47727;yes
-326629;yes
-105482;yes
154861;yes
-696335;yes
100617;yes
-148446;yes
116385;yes
-122138;yes
205171;yes
-146941;yes
49022;yes
-4815;yes
232525;yes
362653;yes
-73695;yes
418264;yes
-457729;yes
-168504;yes
-11562;yes
-167704;yes
146446;yes
-313700;yes
-50986;yes
-527818;yes
169971;yes
122163;yes
-210283;yes
-142478;yes
-584637;yes
-332821;yes
-29141;yes
139674;yes
-290091;yes
-43854;yes
-127780;yes
497510;yes
253563;yes
-97436;yes
-156941;yes
614722;yes
259357;yes
71115;yes
266785;yes
160988;yes
94485;yes
21056;yes
-352095;yes
-105825;yes
-186658;yes
-145286;yes
-243299;yes
250449;yes
-299160;yes
-569307;yes
165157;yes
-607455;yes
-137498;yes
-2230;yes
-385610;yes
277330;yes
155815;yes
56249;yes
-174086;yes
89326;yes
-204964;yes
150800;yes
-116023;yes
566324;yes
-81084;yes
-454765;yes
-402073;yes
-180339;yes
131812;yes
148727;yes
-22484;yes
-64402;yes
-25263;yes
263634;yes
-183248;yes
-295851;yes
21923;yes
211811;yes
139807;yes
307040;yes
150197;yes
-20134;yes
-133804;yes
-72928;yes
-96944;yes
411885;yes
191533;yes
-447278;yes
165555;yes
-131397;yes
-445383;yes
357915;yes
273746;yes
-121280;yes
152153;yes
24959;yes
-200984;yes
188782;yes
-355624;yes
-340046;yes
-21282;yes
-470831;yes
-418002;yes
-124031;yes
320572;yes
207956;yes
-203718;yes
47099;yes
-86985;yes
94776;yes
-15106;yes
158918;yes
223242;yes
-104165;yes
-417672;yes
137;yes
-491928;yes
90742;yes
-218537;yes
-19291;no
-183970;yes
-218707;yes
324363;yes
124488;yes
-159880;yes
142369;yes
170978;yes
-285437;yes
-81497;yes
-302487;yes
86045;yes
-117277;yes
-7995;yes
129491;yes
245466;yes
-147800;yes
-95994;yes
-177763;yes
-41794;yes
56197;yes
-219208;yes
298896;yes
-69793;yes
-149892;yes
625096;yes
339817;yes
-130694;yes
542822;yes
-349182;yes
215749;yes
-80623;yes
301766;yes
-481390;yes
-106882;yes
-170372;yes
-4508;yes
-183129;yes
129669;yes
-115958;yes
-110166;yes
51116;yes
287315;yes
-7777;yes
418941;yes
-11271;yes
-46706;yes
-31531;yes
206614;yes
-186806;yes
-268427;yes
-17292;yes
393308;yes
-156753;yes
-134430;yes
44959;yes
-113863;yes
-277521;yes
-106005;yes
-58385;yes
402430;yes
326146;yes
211752;yes
568185;yes
337943;yes
-335883;yes
267163;yes
-158766;yes
371198;yes
24781;yes
124960;yes
285040;yes
-186580;yes
36035;yes
222026;yes
432207;yes
69287;yes
183008;yes
-641329;yes
-410345;yes
-133917;yes
-121111;yes
379336;yes
-87781;yes
22943;yes
-46881;yes
478033;yes
-182500;yes
-65758;yes
291147;yes
55009;yes
8104;yes
-83686;yes
337651;yes
8211;yes
-217674;yes
448348;yes
51185;yes
-177863;yes
156109;yes
-238802;yes
-238919;yes
404833;yes
-44464;yes
167388;yes
296214;yes
-51201;yes
355018;yes
206236;yes
254131;yes
232907;yes
406980;yes
76721;yes
-101655;yes
-217844;yes
-179879;yes
248790;yes
246150;yes
-10563;yes
1835;yes
-140976;yes
560732;yes
-334591;yes
-257043;yes
355617;yes
-71194;yes
223010;yes
225183;yes
51746;yes
109220;yes
-7465;yes
-174728;yes
462925;yes
481916;yes
-29779;yes
464051;yes
-12668;yes
195743;yes
-55492;yes
132996;yes
130102;yes
314441;yes
-381142;yes
33226;yes
-205803;yes
-607854;yes
-73257;yes
213207;yes
-490061;yes
107041;yes
-166115;yes
-2251;yes
-52044;yes
113230;yes
-83791;yes
172713;yes
200138;yes
-500014;yes
181742;yes
35729;yes
5294;yes
425993;yes
207371;yes
109542;yes
202164;yes
-323403;yes
356506;yes
-138081;yes
-325471;yes
-152767;yes
-85716;yes
27683;yes
130212;yes
99820;yes
-744786;yes
45182;yes
235635;yes
-227248;yes
-510647;yes
-125337;yes
-181449;yes
224273;yes
219568;yes
158726;yes
-539971;yes
-159306;yes
522718;yes
-66824;yes
247202;yes
-291302;yes
-326287;yes
92797;yes
103395;yes
-115438;yes
-203882;yes
-218146;yes
-47620;yes
431465;yes
-88244;yes
63767;yes
143401;yes
363306;yes
108522;yes
-205512;yes
-152662;yes
295784;yes
366603;yes
-358756;yes
-57281;yes
223903;yes
378882;yes
82534;yes
179827;yes
275609;yes
-298829;yes
11065;yes
-153143;yes
-66628;yes
176120;yes
130887;yes
326828;yes
98249;yes
-437173;yes
167442;yes
-236587;yes
-2544;yes
36067;yes
-219593;yes
160479;yes
-140131;yes
-94897;yes
21167;yes
-35017;yes
243591;yes
275697;yes
-516293;yes
199246;yes
262160;yes
397106;yes
-133698;yes
99074;yes
363900;yes
460673;yes
-104033;yes
-96512;yes
67728;yes
-373733;yes
281681;yes
-269552;yes
-129211;yes
-241632;yes
124846;yes
20184;yes
-296243;yes
-648034;yes
-68550;yes
-328530;yes
-256525;yes
196059;yes
-41404;yes
32655;yes
-435645;yes
-35577;yes
277943;yes
99768;yes
244662;yes
38994;yes
-70669;yes
344159;yes
-511692;yes
246889;yes
181576;yes
-478744;yes
333492;yes
-55836;yes
10106;yes
568098;yes
-234940;yes
-203913;yes
152177;yes
-146883;yes
439458;yes
47977;yes
579614;yes
-81094;yes
-159235;yes
-644654;yes
-85005;yes
-61535;yes
-189208;yes
227910;yes
359116;yes
29048;yes
-251968;yes
448901;yes
-202586;yes
295127;yes
60902;yes
147339;yes
-161849;yes
392065;yes
16413;yes
36860;yes
-131827;yes
-222066;yes
52825;yes
239075;yes
107870;yes
94108;yes
-86344;yes
315806;yes
-216665;yes
-249010;yes
-222551;yes
116206;yes
-72726;yes
-189339;yes
426104;yes
-14378;yes
82986;yes
-83746;yes
-280721;yes
188138;yes
-589330;yes
-54271;yes
38226;yes
-47844;yes
-45235;yes
343509;yes
313987;yes
-103318;yes
369941;yes
-42508;yes
67849;yes
314439;yes
-160024;yes
-504562;yes
233266;yes
-182260;yes
96814;yes
-10630;yes
93210;yes
-98109;yes
-211010;yes
-571899;yes
292680;yes
-3;yes
240931;yes
-315325;yes
274824;yes
-146238;yes
-142954;yes
-88035;yes
-346708;yes
-321513;yes
195224;yes
-150337;yes
-319830;yes
74074;yes
315082;yes
-154925;yes
-216965;yes
61785;yes
155297;yes
501557;yes
-56918;yes
-22451;yes
-148254;yes
8599;no
-258764;yes
70990;yes
158312;yes
510910;yes
-222505;yes
294013;yes
-565018;yes
-273957;yes
221309;yes
336720;yes
-318327;yes
-131132;yes
-390962;yes
-136599;yes
-253421;yes
-32863;yes
40899;yes
207218;yes
-88036;yes
212274;yes
153915;yes
-475527;yes
33516;yes
-72019;yes
-32845;yes
497210;yes
227068;yes
-331132;yes
105796;yes
-47362;yes
362887;yes
436814;yes
-533942;yes
33866;yes
217409;yes
-47816;yes
138279;yes
147559;yes
226374;yes
78345;yes
-76644;yes
-691665;yes
87231;yes
-139219;yes
-452574;yes
-26599;yes
-270322;yes
434386;yes
100820;yes
14563;yes
181559;yes
393394;yes
-55648;yes
-66343;yes
-227920;yes
482062;yes
493427;yes
-59940;yes
-250367;yes
-273290;yes
43671;yes
438862;yes
168026;yes
186816;yes
-766024;yes
237749;yes
-382171;yes
308838;yes
455968;yes
-186523;yes
19017;yes
-106715;yes
-111014;yes
-214243;yes
-112743;yes
-286246;yes
-25946;yes
89328;yes
-156796;yes
162733;yes
-285886;yes
256171;yes
265186;yes
148904;yes
-169018;yes
238060;yes
173605;yes
-54572;yes
233337;yes
80648;yes
347011;yes
-238329;yes
156803;yes
-309280;yes
172843;yes
50219;yes
-132272;yes
-154612;yes
647287;yes
-79016;yes
-106899;yes
247375;yes
91023;yes
-14971;yes
-3148;no
-394680;yes
35878;yes
327352;yes
396086;yes
-101312;yes
-53449;yes
-99632;yes
30320;yes
526713;yes
169553;yes
194426;yes
262541;yes
366631;yes
70979;yes
-88652;yes
-227292;yes
59223;yes
511536;yes
350515;yes
-115767;yes
375633;yes
-131035;yes
202058;yes
-136291;yes
24639;yes
242515;yes
233174;yes
-268628;yes
-4337;yes
105953;yes
310734;yes
-522671;yes
-566451;yes
70110;yes
-40410;yes
-65131;yes
214368;yes
19657;no
-89321;yes
-146191;yes
-99187;yes
5977;yes
-173059;yes
-564126;yes
-262642;yes
-115615;yes
-114439;yes
-795655;yes
-266603;yes
-259968;yes
-294593;yes
205650;yes
-125963;yes
77467;yes
-386501;yes
255708;yes
-137758;yes
-103141;yes
28815;yes
-179336;yes
-508230;yes
63874;yes
251135;yes
-232379;yes
99907;yes
-347412;yes
-102896;yes
179794;yes
-12532;yes
-58832;yes
525543;yes
7272;yes
-259449;yes
8709;yes
228360;yes
55112;yes
-71553;yes
-346466;yes
-130111;yes
38020;yes
-116463;yes
62625;yes
-351723;yes
-151317;yes
124102;yes
-45123;yes
-7084;yes
-523375;yes
385124;yes
-75035;yes
432248;yes
560923;yes
-23001;yes
13709;yes
-258850;yes
-185982;yes
-214738;yes
-142264;yes
-347404;yes
-202809;yes
319424;yes
400564;yes
-73269;yes
209572;yes
292440;yes
-389598;yes
-598146;yes
-179514;yes
-144075;yes
218022;yes
-151314;yes
-15024;yes
-56469;yes
-118754;yes
401333;yes
217789;yes
114932;yes
192676;yes
-349502;yes
519981;yes
-362111;yes
-106175;yes
143833;yes
-375016;yes
14768;yes
189161;yes
154361;yes
60302;yes
-96467;yes
657126;yes
-124105;yes
-117271;yes
271075;yes
130031;yes
479332;yes
-237854;yes
143130;yes
257748;yes
-115915;yes
3017;yes
37806;yes
95167;yes
-14945;yes
420458;yes
395088;yes
137920;yes
40400;yes
-4497;yes
-229011;yes
-65912;yes
-355610;yes
108691;yes
127714;yes
-240364;yes
-176326;yes
-325530;yes
464792;yes
462983;yes
-298168;yes
565918;yes
-368352;yes
243061;yes
-27451;yes
177424;yes
-644744;yes
282051;yes
-238785;yes
-300801;yes
-15553;yes
37443;yes
-72536;yes
108489;yes
-281922;yes
185749;yes
677114;yes
-165443;yes
-29010;yes
-316000;yes
22440;yes
-409507;yes
-450139;yes
559836;yes
118059;yes
199661;yes
111244;yes
380449;yes
-42582;yes
-141882;yes
-309757;yes
-294325;yes
-18920;yes
-70496;yes
-166288;yes
-51684;yes
100570;yes
-73613;yes
132337;yes
109432;yes
-224782;yes
-77474;yes
512390;yes
173237;yes
327384;yes
-194410;yes
-496055;yes
439181;yes
65595;yes
217649;yes
-227725;yes
-285139;yes
310901;yes
105680;yes
-306952;yes
225690;yes
131563;yes
-13407;yes
278801;yes
-319187;yes
327041;yes
-279096;yes
-347336;yes
82958;yes
-49324;yes
162504;yes
188361;yes
90823;yes
161665;yes
360996;yes
-176129;yes
-308438;yes
-432767;yes
-340314;yes
296778;yes
54562;yes
-441485;yes
119951;yes
114475;yes
4582;yes
177869;yes
200417;yes
-505575;yes
-332454;yes
-336285;yes
-327676;yes
-101988;yes
324457;yes
-28299;yes
486216;yes
-497705;yes
146370;yes
-47560;yes
-242503;yes
-359355;yes
343352;yes
-24357;yes
-65060;yes
217178;yes
-390176;yes
-335294;yes
128083;yes
31475;yes
103731;yes
106553;yes
-281816;yes
-257217;yes
246966;yes
-151548;yes
-14469;yes
414364;yes
154687;yes
123159;yes
-111551;yes
-213746;yes
111005;yes
48296;yes
377548;yes
521303;yes
-190770;yes
-335006;yes
162445;yes
27832;yes
234814;yes
-241;yes
-154791;yes
-44183;yes
-379831;yes
-136706;yes
72875;yes
436568;yes
-431243;yes
-199676;yes
-190220;yes
73999;yes
453677;yes
-18930;yes
-71647;yes
361889;yes
-69586;yes
-313476;yes
-387696;yes
128365;yes
197127;yes
-301736;yes
-170166;yes
-131742;yes
-259933;yes
-253511;yes
-351268;yes
-28622;yes
98252;yes
539916;yes
4746;yes
-339583;yes
-70756;yes
142427;yes
61838;yes
-553280;yes
261624;yes
-48804;yes
457573;yes
73257;yes
110805;yes
-344336;yes
-102333;yes
-458178;yes
237756;yes
21545;yes
44007;yes
-33475;yes
7402;yes
-234501;yes
45931;yes
-225834;yes
50363;yes
305104;yes
338531;yes
244353;yes
22355;yes
166798;yes
-403316;yes
-342545;yes
193409;yes
15866;yes
-376593;yes
200451;yes
-1317;yes
76847;yes
-210363;yes
300435;yes
305789;yes
-147898;yes
276136;yes
436103;yes
-32371;yes
-253470;yes
-73710;yes
-250423;yes
10340;yes
-2697;yes
-67242;yes
-169567;yes
-372743;yes
-407993;yes
-21644;yes
190158;yes
-28016;yes
218692;yes
-408804;yes
-49480;yes
-295956;yes
-166126;yes
-277478;yes
-22479;yes
346005;yes
106468;yes
-567145;yes
398973;yes
-219994;yes
-288658;yes
171217;yes
435215;yes
87638;yes
-78506;yes
172238;yes
222329;yes
-40137;yes
-125101;yes
-103486;yes
472453;yes
927652;yes
61452;yes
-94974;yes
-84199;yes
-189867;yes
-424449;yes
110611;yes
162074;yes
194176;yes
-76191;yes
378164;yes
628219;yes
-797575;yes
-56031;yes
255587;yes
-15519;yes
-233899;yes
141656;yes
194457;yes
145035;yes
-369574;yes
-56391;yes
62154;yes
386075;yes
-301949;yes
312558;yes
63213;yes
63487;yes
-319519;yes
-303988;yes
31257;yes
-286440;yes
99751;yes
-56387;yes
-286009;yes
49981;yes
-58461;yes
340253;yes
185242;yes
384406;yes
-120217;yes
-259410;yes
-336412;yes
-284646;yes
-45192;yes
314258;yes
102525;yes
105605;yes
293885;yes
-498325;yes
-341074;yes
-370956;yes
108161;yes
243226;yes
-617345;yes
225227;yes
-431087;yes
-305155;yes
-460006;yes
187843;yes
-156266;yes
121615;yes
-137529;yes
-33767;yes
-195539;yes
394310;yes
-92729;yes
86892;yes
574233;yes
46553;yes
85605;yes
367524;yes
316713;yes
60049;yes
26480;yes
-71346;yes
5431;yes
48682;yes
-437798;yes
149077;yes
-20544;yes
96649;yes
-81613;yes
45840;yes
36089;yes
-175166;yes
-409549;yes
-46405;yes
34851;yes
182486;yes
-690575;yes
116317;yes
187283;yes
118255;yes
179813;yes
-268291;yes
-255192;yes
319842;yes
164249;yes
-147986;yes
-39896;yes
-275396;yes
-10147;yes
416182;yes
271967;yes
495131;yes
-118308;yes
176334;yes
8876;yes
407798;yes
-261139;yes
279664;yes
44770;yes
193116;yes
-6761;yes
-421534;yes
-450505;yes
372359;yes
529350;yes
86237;yes
48936;yes
486478;yes
-130036;yes
-305677;yes
-96096;yes
-251426;yes
-315084;yes
-21269;yes
-81553;yes
148413;yes
38989;yes
216333;yes
34014;yes
-6501;yes
74943;yes
91295;yes
237349;yes
-326896;yes
175791;yes
194989;yes
122771;yes
-142236;yes
-36562;yes
-116255;yes
58974;yes
364534;yes
148138;yes
-73163;yes
-69231;yes
-505490;yes
-184849;yes
-23589;yes
58916;yes
-52213;yes
14881;yes
-343825;yes
685947;yes
428154;yes
33828;yes
-204718;yes
369564;yes
-175312;yes
280442;yes
340752;yes
-394304;yes
-242528;yes
166925;yes
-349250;yes
-214794;yes
136893;yes
418353;yes
-102106;yes
205901;yes
-773766;yes
-400199;yes
-145616;yes
-26387;yes
-289914;yes
214837;yes
-266600;yes
242576;yes
48156;yes
388380;yes
455071;yes
-244241;yes
-15536;yes
-39459;yes
-58952;yes
278433;yes
200210;yes
-172284;yes
-168999;yes
-233448;yes
55721;yes
-94380;yes
-312594;yes
-286838;yes
183772;yes
210895;yes
-162241;yes
307229;yes
335597;yes
-45403;yes
-205800;yes
105025;yes
-32716;yes
338659;yes
737150;yes
241854;yes
138039;yes
-121442;yes
-348804;yes
-181078;yes
-680210;yes
-82305;yes
-291172;yes
-227604;yes
-453967;yes
-416832;yes
-16180;yes
100767;yes
-12026;yes
-34167;yes
113220;yes
-411847;yes
180289;yes
358393;yes
185435;yes
321907;yes
610445;yes
120406;yes
-109970;yes
-328049;yes
89539;yes
376360;yes
-140058;yes
642605;yes
21324;yes
1798;yes
-265510;yes
469393;yes
320256;yes
262628;yes
3574;yes
-43120;yes
-430448;yes
52333;yes
-518707;yes
-718039;yes
-149704;yes
-211491;yes
-271550;yes
-286597;yes
-478669;yes
-641859;yes
-243016;yes
-154784;yes
52990;yes
-4278;yes
334030;yes
435745;yes
-329660;yes
-20662;yes
160657;yes
176859;yes
104941;yes
-363769;yes
-87018;yes
800101;yes
444244;yes
-246563;yes
36571;yes
-94735;yes
-26989;yes
191614;yes
168770;yes
-176474;yes
-521552;yes
-2372;yes
-136706;yes
-52155;yes
87803;yes
-156321;yes
-131053;yes
323391;yes
35223;yes
-734632;yes
-367569;yes
-311556;yes
353844;yes
159820;yes
312658;yes
-5805;yes
296307;yes
-24712;yes
-32308;yes
240488;yes
-320369;yes
94353;yes
-496914;yes
9703;yes
364401;yes
294990;yes
205059;yes
180988;yes
123967;yes
-11232;yes
-11999;yes
-2764;yes
-121341;yes
372014;yes
-549988;yes
314274;yes
-390292;yes
-197508;yes
-297895;yes
539325;yes
-99375;yes
107634;yes
-91803;yes
-500971;yes
140111;yes
-337619;yes
58193;yes
50820;yes
-135837;yes
22558;yes
251263;yes
119108;yes
156870;yes
109992;yes
-429568;yes
123820;yes
-122659;yes
-18139;yes
-257391;yes
-177779;yes
141760;yes
-625827;yes
-93579;yes
-183130;yes
53508;yes
-90776;yes
14902;yes
-61858;yes
-239985;yes
29787;yes
-1021594;yes
-19999;yes
417130;yes
-435369;yes
-447932;yes
83666;yes
334587;yes
-289544;yes
153073;yes
-7999;yes
262530;yes
-196924;yes
-405515;yes
283623;yes
260763;yes
93023;yes
291322;yes
283268;yes
391476;yes
-125457;yes
-93573;yes
174403;yes
-246861;yes
-111584;yes
-387914;yes
414144;yes
150799;yes
191090;yes
280281;yes
287935;yes
-26668;yes
26935;yes
-291013;yes
351107;yes
348201;yes
220507;yes
135754;yes
-285176;yes
311850;yes
-66840;yes
-517548;yes
-65157;yes
-199744;yes
327869;yes
595496;yes
514177;yes
-174618;yes
-213416;yes
172636;yes
-326948;yes
86073;yes
320922;yes
-99977;yes
-238617;yes
267222;yes
130454;yes
294242;yes
53808;yes
-134426;yes
605040;yes
-425520;yes
-370148;yes
164745;yes
55902;yes
19109;no
434650;yes
-346426;yes
197282;yes
313542;yes
-81324;yes
-134734;yes
585031;yes
-8788;yes
-2301;yes
463058;yes
-78773;yes
17547;yes
-553025;yes
67745;yes
103550;yes
-78134;yes
227779;yes
229167;yes
495628;yes
145660;yes
-129121;yes
-324536;yes
256602;yes
136681;yes
-216106;yes
713221;yes
-275579;yes
9338;yes
82451;yes
511782;yes
-184347;yes
-37119;yes
76694;yes
-34793;yes
-4482;no
99923;yes
-137581;yes
-322872;yes
-272483;yes
-178283;yes
140497;yes
-550861;yes
442807;yes
-347432;yes
32733;yes
-117586;yes
297863;yes
43340;yes
306135;yes
226411;yes
-223456;yes
-146028;yes
-217554;yes
-376648;yes
-2543;yes
74673;yes
-67678;yes
91563;yes
44840;yes
-550963;yes
261327;yes
-283886;yes
-172593;yes
-583639;yes
383702;yes
380203;yes
-360804;yes
4490;yes
-124237;yes
15022;yes
167324;yes
-133302;yes
-204955;yes
170414;yes
81703;yes
219782;yes
-468777;yes
-37006;yes
242931;yes
-568550;yes
-438776;yes
-197039;yes
29582;yes
641038;yes
311737;yes
-165582;yes
-374562;yes
123776;yes
-111133;yes
114247;yes
222048;yes
-394436;yes
-547914;yes
-295240;yes
114669;yes
-164745;yes
-16190;yes
120215;yes
-71974;yes
146081;yes
324279;yes
-49065;yes
258926;yes
-281892;yes
-20743;yes
-77386;yes
74380;yes
216664;yes
-202932;yes
-157848;yes
-197091;yes
-92215;yes
-50162;yes
-97508;yes
98159;yes
129090;yes
-327560;yes
-270019;yes
298978;yes
-176318;yes
-216508;yes
34167;yes
-17950;yes
-7859;yes
240377;yes
-23284;yes
302360;yes
60546;yes
-244054;yes
420172;yes
124720;yes
34197;yes
-32295;no
370373;yes
43247;yes
-443683;yes
407655;yes
166937;yes
-425818;yes
307864;yes
137307;yes
421759;yes
-92278;yes
88678;yes
53090;yes
-14589;yes
-379132;yes
258025;yes
214234;yes
-311536;yes
-373017;yes
-45496;yes
179478;yes
667083;yes
-203036;yes
-312070;yes
191718;yes
-514751;yes
547518;yes
119784;yes
134386;yes
-10676;yes
-3737;yes
-249754;yes
-5736;yes
575264;yes
-276603;yes
125970;yes
-49705;yes
72663;yes
398994;yes
-218027;yes
-198195;yes
-222218;yes
89080;yes
-73053;yes
-11433;yes
203140;yes
327990;yes
258547;yes
-218096;yes
250267;yes
-49221;no
-119468;yes
-44091;yes
114245;yes
-106031;yes
-252823;yes
-444668;yes
59687;yes
553773;yes
-207555;yes
142977;yes
-67650;yes
286341;yes
124626;yes
-15311;yes
175404;yes
-122804;yes
252629;yes
-144913;yes
-622100;yes
-20586;yes
-149784;yes
-149523;yes
156256;yes
272604;yes
-36768;yes
698947;yes
294276;yes
-228289;yes
421841;yes
-212591;yes
309056;yes
63047;yes
-358549;yes
232255;yes
472069;yes
-85821;yes
-79605;yes
-97381;yes
-344331;yes
-149700;yes
-104509;yes
-23228;yes
-91441;yes
-288317;yes
-45160;yes
-103027;yes
592068;yes
-12988;yes
497810;yes
364938;yes
-52152;yes
37208;yes
-326933;yes
-481428;yes
263062;yes
379175;yes
-275974;yes
176308;yes
194168;yes
-267429;yes
207094;yes
42752;yes
-407638;yes
-531130;yes
37756;yes
-35207;yes
55667;yes
-85462;yes
-244680;yes
-67344;yes
80986;yes
33205;yes
-445179;yes
-10064;yes
-350046;yes
417394;yes
313163;yes
-178638;yes
103528;yes
-252825;yes
97579;yes
-43544;yes
275907;yes
137470;yes
-180678;yes
257187;yes
-397716;yes
264082;yes
-318072;yes
-92111;yes
172781;yes
-174838;yes
138034;yes
-465859;yes
381533;yes
330914;yes
-247670;yes
-43613;yes
101968;yes
177527;yes
-241555;yes
149537;yes
184405;yes
-478513;yes
-165278;yes
167698;yes
113835;yes
235205;yes
240855;yes
-375112;yes
-26659;yes
-342451;yes
64047;yes
-310411;yes
-83720;yes
379509;yes
39862;yes
-319017;yes
-240359;yes
-32393;yes
211758;yes
-340555;yes
-38367;yes
-352863;yes
-434815;yes
39668;yes
-389054;yes
-261749;yes
-138442;yes
-15419;no
64237;yes
59538;yes
-6123;yes
172316;yes
-142878;yes
-550054;yes
-340546;yes
-405655;yes
-36133;yes
272716;yes
32629;yes
-202512;yes
-279401;yes
-20150;yes
-33926;yes
-180007;yes
-214480;yes
87169;yes
104276;yes
-342328;yes
-34588;yes
-185165;yes
432707;yes
182634;yes
8272;yes
499957;yes
-368430;yes
-129093;yes
-518886;yes
343;yes
-65738;yes
503789;yes
597094;yes
258985;yes
202614;yes
82208;yes
86832;yes
-153155;yes
214406;yes
-309317;yes
21663;yes
88538;yes
-44201;yes
-375106;yes
109569;yes
-28874;yes
51374;yes
173343;yes
-68979;yes
338081;yes
272244;yes
-152310;yes
-405480;yes
58811;yes
-57593;yes
-95702;yes
-287706;yes
189827;yes
-86522;yes
-183110;yes
-80118;yes
393340;yes
-85458;yes
421323;yes
182495;yes
88432;yes
166450;yes
-395397;yes
278841;yes
118894;yes
38994;yes
218994;yes
-136830;yes
-325286;yes
-111198;yes
194240;yes
-354617;yes
41534;yes
60921;yes
423433;yes
125711;yes
-495807;yes
362020;yes
-375744;yes
143915;yes
